LB,Bonding_Atom,BF3_Affinity(kJ/mol),MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nX,nR03,nR05,nR06,nR07,nR08,nR09,nR10,nBnz,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cp,nR=Cs,nR=Ct,nRCOOR,nArCOOR,nRCONR2,nArCONR2,nROCON,nArCHO,nRCO,nArCO,nCONN,nC=O(O)2,nRNHR,nRNR2,nArNR2,nN-N,nRCN,nArCN,nN+,nNq,nRNO2,nArNO2,nROR,nArOR,nRSR,nSO,nSO2,nPO4,nP(=O)O2R,nP(=O)R3/nPR5,nCH2RX,nCRX3,nArX,nCXr,nCXr=,nCconjX,nPyrrolidines,nOxolanes,ntH-Thiophenes,nThiophenes,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-008,C-011,C-013,C-015,C-016,C-017,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-037,C-038,C-039,C-040,C-041,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,O-058,O-059,O-060,O-061,N-067,N-068,N-071,N-072,N-074,N-075,N-076,N-077,N-079,F-083,F-084,Cl-086,Cl-089,Cl-090,Br-094,S-107,S-108,S-109,S-110,P-116,P-117,P-120,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,ALOGP
204,O,88.79,214.33,6.3,20.89,33.28,22.31,33.92,0.61,0.98,0.66,2.12,34,16,35,17,8,22,0.353,2,2,1,0.029,2,0,6,18,15,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,0,1,2,0,1,6,4,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,11,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.917,67.858,17.07,17.07,3.341,3.574
205,O,90.44,230.33,6.58,21.4,34.61,22.76,37.42,0.61,0.99,0.65,2.2,35,17,36,18,8,23,0.333,2,2,2,0.056,2,0,6,18,15,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,2,0,1,6,4,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,8,8,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.865,69.28,26.3,26.3,2.728,3.071
206,O,90.56,138.23,5.76,13.7,23.51,14.78,22.58,0.57,0.98,0.62,2.26,24,10,24,10,2,12,0,1,1,0,0,2,0,0,14,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,2,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.864,42.722,17.07,17.07,1.947,2.056
207,O,96.64,184.33,6.58,16.38,27.47,18.19,25.92,0.59,0.98,0.65,2.16,28,12,28,12,2,14,0,1,1,2,0.071,2,0,0,16,10,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.585,-0.807,56.159,17.07,42.37,2.25,2.069
208,O,99.89,154.23,6.17,14.21,24.84,15.24,26.08,0.57,0.99,0.61,2.37,25,11,25,11,2,13,0,1,1,1,0.04,2,0,0,14,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.79,45.237,26.3,26.3,1.066,0.976
209,O,101.25,168.26,6.01,15.81,27.72,17,27.58,0.56,0.99,0.61,2.3,28,12,28,12,2,14,0,1,1,2,0.071,2,0,0,16,10,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.807,49.985,26.3,26.3,1.369,1.324
210,O,120.75,291.42,6.78,27.48,42.27,29.07,45.92,0.64,0.98,0.68,2.09,43,22,45,24,14,32,0.5,3,3,3,0.067,2,0,12,21,20,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,1,2,0,1,12,10,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,1,0,1,10,0,2,0,0,0,0,0,0,1,0,0,0,6,11,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.907,-0.896,91.665,20.31,20.31,3.946,4.511
211,O,122.85,319.48,6.52,30.68,48.03,32.6,48.92,0.63,0.98,0.67,2.04,49,24,51,26,14,34,0.462,3,3,5,0.098,2,0,12,25,22,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,1,2,0,1,12,10,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,2,0,0,0,0,1,0,1,10,2,0,0,0,0,0,0,0,1,0,0,0,6,15,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.907,-0.905,101.437,20.31,20.31,3.852,4.412
212,O,127.32,229.35,6.37,21.89,35.38,23.31,36.42,0.61,0.98,0.65,2.14,36,17,37,18,8,23,0.333,2,2,2,0.054,2,0,6,19,15,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,0,1,2,0,1,6,4,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,1,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,11,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.371,73.364,29.1,29.1,2.728,3.185
213,O,128.06,209.32,6.16,19.4,33.71,20.77,32.08,0.57,0.99,0.61,2.14,34,15,35,16,2,18,0,2,2,1,0.029,2,0,0,19,12,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,0,0,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.781,61.287,29.54,29.54,1.106,0.933
214,O,128.9,237.38,5.93,22.59,39.48,24.29,35.75,0.56,0.99,0.61,2.1,40,17,41,18,2,20,0,2,2,1,0.024,2,0,0,23,14,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,1,4,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,0,0,0,2,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.807,70.123,29.54,29.54,1.641,1.688
215,N,129.11,243.38,6.24,23.48,38.27,25.07,37.92,0.6,0.98,0.64,2.11,39,18,40,19,8,24,0.316,2,2,3,0.075,2,0,6,21,16,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,2,0,1,2,0,1,6,4,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,1,0,1,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,11,7,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.389,76.418,29.1,29.1,2.71,2.914
216,O,129.25,225.39,6.63,19.97,33.46,21.96,30.42,0.59,0.98,0.65,2.03,34,15,35,16,2,18,0,2,2,1,0.029,2,0,0,19,12,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,9,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.585,-0.781,67.461,20.31,45.61,1.942,1.678
217,N,129.6,222.37,5.85,21.48,37.37,23.08,32.58,0.57,0.98,0.61,2.04,38,16,39,17,2,19,0,2,2,1,0.026,2,0,0,22,13,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,12,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.795,68.262,23.55,23.55,1.378,1.202
218,N,130.45,257.41,6.13,25.08,41.15,26.84,39.42,0.6,0.98,0.64,2.07,42,19,43,20,8,25,0.3,2,2,4,0.093,2,0,6,23,17,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,3,0,1,2,0,1,6,4,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,1,0,1,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,1,0,0,0,13,7,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.404,81.019,29.1,29.1,2.953,3.37
219,O,132.43,167.28,5.77,16.29,28.5,17.55,26.58,0.56,0.98,0.61,2.22,29,12,29,12,2,14,0,1,1,1,0.034,2,0,0,17,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.807,52.212,20.31,20.31,1.369,1.245
220,O,132.51,235.41,5.61,23.68,41.03,25.6,33.75,0.56,0.98,0.61,1.99,42,17,43,18,2,20,0,2,2,1,0.023,2,0,0,25,15,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,2,1,3,2,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,5,0,0,0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.865,73.297,20.31,20.31,2.733,2.801
221,N,132.76,237.43,5.4,24.28,42.92,26.36,34.08,0.55,0.98,0.6,2,44,17,44,17,2,19,0,1,1,6,0.136,2,0,0,27,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,2,0,0,0,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.865,72.594,29.43,29.43,2.733,3.449
222,O,134.15,207.35,5.76,20.48,35.27,22.07,30.08,0.57,0.98,0.61,2.01,36,15,37,16,2,18,0,2,2,1,0.027,2,0,0,21,13,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,1,5,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.846,64.353,20.31,20.31,2.214,2.162
223,O,134.74,193.32,5.86,18.89,32.38,20.31,28.58,0.57,0.98,0.62,2.04,33,14,34,15,2,17,0,2,2,1,0.029,2,0,0,19,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,0,1,4,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,0,0,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.835,59.752,20.31,20.31,1.942,1.706
224,O,135.05,195.34,5.58,19.48,34.27,21.07,29.58,0.56,0.98,0.6,2.11,35,14,35,14,2,16,0,1,1,3,0.086,2,0,0,21,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,1,2,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,0,0,2,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.835,61.708,20.31,20.31,1.942,1.943
225,O,62.86,182.23,7.59,16.5,23.75,17.26,32,0.69,0.99,0.72,2.29,24,14,25,15,13,22,0.8,2,2,2,0.08,1,0,12,10,13,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,12,10,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807,-0.905,56.634,17.07,17.07,3.587,3.234
226,O,67.11,180.21,8.19,15.9,21.86,16.5,31.33,0.72,0.99,0.75,2.24,22,14,24,16,13,23,0.75,3,6,0,0,1,0,12,8,13,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,2,0,0,0,0,0,0,0,12,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807,-0.905,55.712,17.07,17.07,3.319,2.923
227,O,69.7,174.26,6.45,16.7,26.51,17.78,28.25,0.62,0.98,0.66,2.17,27,13,28,14,7,18,0.429,2,3,0,0,1,0,6,14,12,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,2,0,1,2,0,1,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.897,53.402,17.07,17.07,3.295,3.231
228,O,70.44,191.2,8.31,14.92,23.62,15.41,40.17,0.65,1.03,0.67,2.87,23,14,24,15,9,21,0.4,2,3,1,0.042,3,0,6,9,10,1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,0,3,0,0,6,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,-0.696,51.651,62.89,62.89,2.564,2.246
229,O,70.7,162.25,6.24,15.7,25.51,16.78,27.58,0.6,0.98,0.65,2.3,26,12,26,12,7,16,0.5,1,1,2,0.077,1,0,6,14,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.888,50.163,17.07,17.07,3.014,3.116
230,O,72.84,259.3,9.6,19.01,27.69,20.06,49.5,0.7,1.03,0.74,2.75,27,18,28,19,15,28.5,0.579,2,2,4,0.143,4,0,11,9,13,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,2,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,1,0,0,0,1,1,0,0,1,0,0,0,8,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-0.709,73.111,62.89,91.13,2.769,3.55
231,O,77.77,248.74,9.95,18.29,25.15,19.77,37.61,0.73,1.01,0.79,2.35,25,16,26,17,13,24.5,0.647,2,2,3,0.115,2,0,11,9,13,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,2,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,1,0,0,0,1,1,0,0,1,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.807,-0.795,70.591,17.07,45.31,3.459,4.32
232,O,79.73,214.3,8.57,17.59,24.82,18.91,33.83,0.7,0.99,0.76,2.26,25,15,26,16,13,23.5,0.688,2,2,3,0.115,2,0,11,10,13,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,5,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,1,1,0,0,1,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.807,-0.846,65.786,17.07,45.31,2.927,3.655
233,O,79.98,146.2,6.96,13.5,20.75,14.26,24.5,0.64,0.99,0.68,2.23,21,11,22,12,7,16,0.5,2,3,0,0,1,0,6,10,10,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,0,3,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.877,44.327,17.07,17.07,2.723,2.351
234,O,80.01,176.23,7.05,15.61,24.96,16.48,29.67,0.62,1,0.66,2.28,25,13,26,14,7,18,0.429,2,3,1,0.038,1,0,6,12,11,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,0,3,0,0,6,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,4,6,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.822,50.79,26.3,26.3,2.402,2.335
235,O,81.3,244.33,8.43,19.7,29.03,21.13,39,0.68,1,0.73,2.29,29,17,30,18,13,25.5,0.611,2,2,4,0.133,2,0,11,12,14,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,2,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,6,1,1,0,0,0,1,1,0,0,1,0,0,0,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.807,-0.807,72.25,26.3,54.54,2.578,3.639
236,O,83.01,132.17,7.34,11.9,17.86,12.5,23,0.66,0.99,0.69,2.3,18,10,19,11,7,15,0.545,2,3,0,0,1,0,6,8,9,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,2,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.864,39.726,17.07,17.07,2.42,1.895
237,O,88.2,176.23,7.05,15.61,24.96,16.48,29.67,0.62,1,0.66,2.28,25,13,26,14,7,18,0.429,2,3,1,0.038,1,0,6,12,11,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,3,0,0,3,0,0,6,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,4,6,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.822,50.79,26.3,26.3,2.402,2.335
238,O,115.56,124.15,7.3,10.41,17.19,10.95,23.5,0.61,1.01,0.64,2.61,17,9,17,9,3,12,0,1,1,0,0,3,0,0,8,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.742,37.723,30.21,30.21,0.586,0.503
